,traffic-nj511-minutes-route_46_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_lower_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_lower_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_upper_level,traffic-nj511-minutes-route_4_from_fort_lee_to_the_alexander_hamilton_bridge_via_the_upper_level
614,6.0,5.0,7.0,7.0,5.0
615,5.0,5.0,7.0,7.0,5.0
616,6.0,5.0,7.0,7.0,5.0
617,6.0,5.0,7.0,7.0,5.0
618,6.0,5.0,7.0,7.0,5.0
619,6.0,5.0,8.0,7.0,5.0
620,5.0,5.0,7.0,7.0,5.0
621,5.0,5.0,7.0,7.0,5.0
622,5.0,5.0,7.0,7.0,5.0
623,5.0,5.0,7.0,7.0,5.0
624,5.0,5.0,7.0,7.0,5.0
625,5.0,5.0,7.0,7.0,5.0
626,5.0,5.0,7.0,7.0,5.0
627,5.0,5.0,7.0,7.0,5.0
628,5.0,5.0,7.0,7.0,5.0
629,5.0,5.0,7.0,7.0,5.0
630,5.0,5.0,7.0,7.0,5.0
631,5.0,5.0,7.0,7.0,5.0
632,5.0,5.0,7.0,7.0,5.0
633,5.0,5.0,7.0,7.0,5.0
634,5.0,5.0,7.0,7.0,5.0
635,5.0,5.0,7.0,7.0,5.0
636,5.0,5.0,7.0,7.0,5.0
637,5.0,5.0,7.0,7.0,5.0
638,6.0,5.0,7.0,7.0,5.0
639,6.0,5.0,7.0,7.0,5.0
640,5.0,5.0,7.0,7.0,5.0
641,5.0,5.0,7.0,7.0,5.0
642,5.0,5.0,7.0,7.0,5.0
643,5.0,5.0,7.0,7.0,5.0
644,5.0,5.0,7.0,7.0,5.0
645,5.0,5.0,7.0,7.0,5.0
646,5.0,5.0,7.0,7.0,5.0
647,5.0,5.0,7.0,7.0,5.0
648,5.0,5.0,7.0,7.0,5.0
649,5.0,5.0,7.0,7.0,5.0
650,5.0,5.0,7.0,7.0,5.0
651,5.0,5.0,7.0,7.0,5.0
652,5.0,5.0,7.0,7.0,5.0
653,6.0,5.0,7.0,7.0,5.0
654,6.0,5.0,7.0,7.0,5.0
655,5.0,5.0,7.0,7.0,5.0
656,6.0,5.0,7.0,7.0,5.0
657,8.0,5.0,7.0,7.0,5.0
658,5.0,5.0,7.0,7.0,5.0
659,5.0,5.0,7.0,25.0,15.0
660,5.0,5.0,7.0,7.0,5.0
661,5.0,5.0,7.0,7.0,5.0
662,5.0,5.0,7.0,7.0,5.0
663,5.0,5.0,7.0,7.0,5.0
664,5.0,5.0,7.0,7.0,5.0
665,5.0,5.0,7.0,7.0,5.0
666,5.0,5.0,7.0,7.0,5.0
667,5.0,5.0,7.0,7.0,5.0
668,5.0,5.0,7.0,7.0,5.0
669,5.0,5.0,7.0,7.0,5.0
670,5.0,5.0,7.0,7.0,5.0
671,5.0,5.0,7.0,7.0,5.0
672,5.0,5.0,7.0,7.0,5.0
673,5.0,5.0,7.0,7.0,5.0
674,5.0,5.0,7.0,7.0,5.0
675,5.0,5.0,7.0,7.0,5.0
676,5.0,5.0,7.0,7.0,5.0
677,5.0,5.0,7.0,7.0,5.0
678,5.0,5.0,7.0,7.0,5.0
679,5.0,5.0,7.0,7.0,5.0
680,5.0,5.0,7.0,7.0,5.0
681,5.0,5.0,7.0,7.0,5.0
682,5.0,5.0,7.0,7.0,5.0
683,5.0,5.0,7.0,7.0,5.0
684,6.0,5.0,7.0,7.0,5.0
685,6.0,5.0,7.0,7.0,5.0
686,6.0,5.0,7.0,7.0,5.0
687,5.0,5.0,7.0,9.0,5.0
688,5.0,5.0,7.0,7.0,5.0
689,5.0,5.0,7.0,7.0,5.0
690,5.0,5.0,7.0,7.0,5.0
691,5.0,5.0,7.0,7.0,5.0
692,5.0,5.0,7.0,7.0,5.0
693,5.0,5.0,7.0,11.0,7.0
694,6.0,5.0,7.0,7.0,5.0
695,5.0,5.0,7.0,7.0,5.0
696,5.0,5.0,7.0,7.0,5.0
697,5.0,5.0,7.0,7.0,5.0
698,5.0,5.0,7.0,7.0,5.0
699,5.0,5.0,7.0,7.0,5.0
700,5.0,5.0,7.0,7.0,5.0
701,5.0,5.0,7.0,7.0,5.0
702,5.0,5.0,7.0,7.0,5.0
703,5.0,5.0,7.0,7.0,5.0
704,5.0,5.0,7.0,7.0,5.0
705,5.0,5.0,7.0,7.0,5.0
706,5.0,5.0,7.0,7.0,5.0
707,5.0,5.0,7.0,7.0,5.0
708,5.0,5.0,7.0,7.0,5.0
709,5.0,5.0,7.0,7.0,5.0
710,5.0,5.0,7.0,7.0,5.0
711,5.0,5.0,7.0,7.0,5.0
712,5.0,5.0,7.0,7.0,5.0
713,6.0,5.0,7.0,7.0,5.0
714,6.0,5.0,7.0,7.0,5.0
715,6.0,5.0,7.0,7.0,5.0
716,5.0,5.0,7.0,7.0,5.0
717,5.0,5.0,7.0,7.0,5.0
718,5.0,5.0,7.0,7.0,5.0
719,5.0,5.0,7.0,7.0,5.0
720,5.0,5.0,7.0,7.0,5.0
721,5.0,5.0,7.0,7.0,5.0
722,5.0,5.0,7.0,7.0,5.0
723,6.0,5.0,7.0,7.0,5.0
724,5.0,5.0,7.0,7.0,5.0
725,5.0,5.0,7.0,7.0,5.0
726,5.0,5.0,7.0,7.0,5.0
727,5.0,5.0,7.0,7.0,5.0
728,5.0,5.0,7.0,7.0,5.0
729,5.0,5.0,7.0,7.0,5.0
730,5.0,5.0,7.0,7.0,5.0
731,5.0,5.0,7.0,7.0,5.0
732,5.0,5.0,7.0,7.0,5.0
733,5.0,5.0,7.0,7.0,5.0
734,5.0,5.0,7.0,7.0,5.0
735,5.0,5.0,7.0,7.0,5.0
736,5.0,5.0,7.0,7.0,5.0
737,5.0,5.0,7.0,7.0,5.0
738,5.0,5.0,7.0,7.0,5.0
739,5.0,5.0,7.0,7.0,5.0
740,6.0,5.0,7.0,7.0,5.0
741,6.0,5.0,7.0,7.0,5.0
742,6.0,5.0,7.0,7.0,5.0
743,5.0,5.0,7.0,7.0,5.0
744,5.0,5.0,7.0,7.0,5.0
745,5.0,5.0,7.0,7.0,5.0
746,5.0,5.0,7.0,7.0,5.0
747,5.0,5.0,7.0,7.0,5.0
748,5.0,5.0,7.0,7.0,5.0
749,5.0,5.0,7.0,7.0,5.0
750,5.0,5.0,7.0,7.0,5.0
751,5.0,5.0,7.0,7.0,5.0
752,5.0,5.0,7.0,7.0,5.0
753,5.0,5.0,7.0,7.0,5.0
754,5.0,5.0,7.0,7.0,5.0
755,5.0,5.0,7.0,7.0,5.0
756,5.0,5.0,7.0,7.0,5.0
757,5.0,5.0,7.0,7.0,5.0
758,5.0,5.0,7.0,7.0,5.0
759,5.0,5.0,9.0,7.0,5.0
760,5.0,5.0,7.0,7.0,5.0
761,5.0,5.0,7.0,7.0,5.0
762,5.0,5.0,7.0,7.0,5.0
763,5.0,5.0,7.0,7.0,5.0
764,5.0,5.0,7.0,7.0,5.0
765,5.0,5.0,7.0,7.0,5.0
766,5.0,5.0,7.0,7.0,5.0
767,5.0,5.0,7.0,7.0,5.0
768,5.0,5.0,7.0,7.0,5.0
769,5.0,5.0,7.0,7.0,5.0
770,5.0,5.0,7.0,7.0,5.0
771,5.0,5.0,7.0,7.0,5.0
772,5.0,5.0,7.0,7.0,5.0
773,5.0,5.0,7.0,7.0,5.0
774,6.0,5.0,7.0,7.0,5.0
775,6.0,5.0,7.0,7.0,5.0
776,7.0,5.0,7.0,7.0,5.0
777,6.0,5.0,8.0,7.0,5.0
778,6.0,5.0,8.0,7.0,5.0
779,6.0,5.0,7.0,7.0,5.0
780,5.0,5.0,7.0,8.0,5.0
781,5.0,5.0,7.0,8.0,5.0
782,5.0,5.0,7.0,7.0,5.0
783,6.0,5.0,7.0,7.0,5.0
784,6.0,5.0,7.0,7.0,5.0
785,6.0,5.0,8.0,7.0,5.0
786,6.0,5.0,7.0,7.0,5.0
787,5.0,5.0,7.0,8.0,5.0
788,5.0,5.0,8.0,8.0,5.0
789,6.0,5.0,8.0,8.0,5.0
790,6.0,5.0,8.0,8.0,5.0
791,5.0,5.0,8.0,8.0,5.0
792,5.0,5.0,8.0,8.0,5.0
793,5.0,5.0,8.0,8.0,5.0
794,5.0,5.0,8.0,8.0,5.0
795,5.0,5.0,8.0,8.0,5.0
796,5.0,5.0,8.0,8.0,5.0
797,6.0,5.0,8.0,8.0,5.0
798,6.0,5.0,8.0,8.0,5.0
799,5.0,5.0,8.0,8.0,5.0
800,6.0,5.0,8.0,8.0,5.0
801,6.0,5.0,8.0,8.0,5.0
802,6.0,5.0,8.0,8.0,5.0
803,6.0,5.0,8.0,8.0,5.0
804,5.0,5.0,8.0,8.0,5.0
805,6.0,5.0,8.0,8.0,5.0
806,6.0,5.0,8.0,8.0,5.0
807,6.0,5.0,8.0,8.0,5.0
808,6.0,5.0,8.0,9.0,6.0
809,6.0,5.0,8.0,9.0,6.0
810,6.0,5.0,8.0,9.0,6.0
811,6.0,5.0,8.0,9.0,6.0
812,6.0,5.0,8.0,8.0,6.0
813,6.0,5.0,8.0,8.0,6.0
814,6.0,5.0,8.0,8.0,5.0
815,6.0,5.0,8.0,8.0,5.0
816,6.0,5.0,8.0,8.0,5.0
817,6.0,5.0,8.0,8.0,5.0
818,6.0,5.0,8.0,8.0,5.0
819,6.0,5.0,8.0,8.0,5.0
820,6.0,5.0,8.0,8.0,5.0
821,6.0,5.0,8.0,8.0,5.0
822,5.0,5.0,8.0,8.0,5.0
823,5.0,5.0,8.0,8.0,5.0
824,5.0,5.0,8.0,7.0,5.0
825,5.0,5.0,8.0,7.0,5.0
826,5.0,5.0,7.0,7.0,5.0
827,5.0,5.0,7.0,7.0,5.0
828,5.0,5.0,7.0,7.0,5.0
829,6.0,5.0,7.0,7.0,5.0
830,6.0,5.0,9.0,7.0,5.0
831,6.0,5.0,9.0,7.0,5.0
832,6.0,5.0,8.0,7.0,5.0
833,6.0,5.0,8.0,8.0,5.0
834,6.0,5.0,7.0,7.0,5.0
835,6.0,6.0,7.0,7.0,6.0
836,6.0,6.0,8.0,8.0,6.0
837,6.0,6.0,8.0,8.0,6.0
838,6.0,5.0,8.0,8.0,5.0
839,6.0,5.0,8.0,8.0,5.0
840,6.0,5.0,8.0,8.0,5.0
841,6.0,5.0,7.0,7.0,5.0
842,5.0,5.0,7.0,7.0,5.0
843,5.0,5.0,7.0,7.0,5.0
844,6.0,5.0,7.0,7.0,5.0
845,6.0,5.0,8.0,8.0,5.0
846,6.0,5.0,8.0,8.0,6.0
847,6.0,5.0,8.0,8.0,6.0
848,6.0,5.0,8.0,8.0,5.0
849,5.0,5.0,8.0,8.0,5.0
850,6.0,5.0,7.0,8.0,5.0
851,6.0,5.0,7.0,8.0,5.0
852,6.0,5.0,7.0,8.0,5.0
853,6.0,5.0,8.0,8.0,5.0
854,6.0,5.0,8.0,8.0,5.0
855,6.0,5.0,8.0,8.0,5.0
856,6.0,5.0,8.0,8.0,5.0
857,6.0,5.0,8.0,8.0,5.0
858,6.0,5.0,8.0,7.0,5.0
859,6.0,5.0,7.0,7.0,5.0
860,6.0,5.0,7.0,8.0,5.0
861,6.0,5.0,7.0,8.0,5.0
862,5.0,5.0,7.0,8.0,5.0
863,5.0,5.0,8.0,8.0,5.0
864,6.0,5.0,8.0,7.0,5.0
865,6.0,5.0,8.0,7.0,5.0
866,6.0,5.0,8.0,8.0,5.0
867,6.0,5.0,8.0,8.0,5.0
868,6.0,5.0,8.0,8.0,5.0
869,6.0,5.0,8.0,8.0,5.0
870,6.0,5.0,8.0,8.0,5.0
871,5.0,5.0,8.0,9.0,6.0
872,5.0,5.0,8.0,9.0,6.0
873,5.0,5.0,8.0,8.0,5.0
874,5.0,5.0,8.0,8.0,5.0
875,6.0,5.0,8.0,8.0,5.0
876,5.0,5.0,8.0,8.0,5.0
877,5.0,5.0,8.0,8.0,5.0
878,5.0,5.0,8.0,8.0,5.0
879,6.0,5.0,8.0,8.0,5.0
880,6.0,5.0,8.0,8.0,6.0
881,5.0,5.0,8.0,8.0,6.0
882,5.0,5.0,8.0,8.0,5.0
883,5.0,5.0,8.0,8.0,5.0
884,6.0,5.0,8.0,8.0,5.0
885,6.0,5.0,8.0,8.0,5.0
886,6.0,5.0,8.0,8.0,5.0
887,6.0,5.0,8.0,8.0,5.0
888,6.0,5.0,8.0,8.0,5.0
889,6.0,5.0,8.0,8.0,5.0
890,6.0,5.0,7.0,7.0,5.0
891,6.0,5.0,7.0,7.0,5.0
892,6.0,5.0,7.0,7.0,5.0
893,6.0,5.0,7.0,7.0,5.0
894,6.0,5.0,7.0,7.0,5.0
895,6.0,5.0,7.0,7.0,5.0
896,5.0,5.0,8.0,7.0,5.0
897,5.0,5.0,8.0,7.0,5.0
898,6.0,5.0,7.0,7.0,5.0
899,6.0,5.0,7.0,7.0,5.0
900,5.0,5.0,7.0,7.0,5.0
901,5.0,5.0,7.0,7.0,5.0
902,5.0,5.0,7.0,7.0,5.0
903,5.0,5.0,7.0,7.0,5.0
904,5.0,5.0,7.0,7.0,5.0
905,5.0,5.0,7.0,7.0,5.0
906,6.0,5.0,7.0,8.0,5.0
907,6.0,5.0,8.0,8.0,5.0
908,6.0,5.0,8.0,7.0,5.0
909,6.0,5.0,8.0,7.0,5.0
910,5.0,5.0,8.0,7.0,5.0
911,6.0,5.0,7.0,7.0,5.0
912,5.0,5.0,7.0,7.0,5.0
913,5.0,5.0,7.0,7.0,5.0
914,5.0,5.0,7.0,7.0,5.0
915,5.0,5.0,7.0,7.0,5.0
916,5.0,5.0,8.0,7.0,5.0
917,5.0,5.0,7.0,7.0,5.0
918,6.0,5.0,7.0,7.0,5.0
919,6.0,5.0,7.0,7.0,5.0
920,5.0,5.0,7.0,7.0,5.0
921,5.0,5.0,7.0,7.0,5.0
922,5.0,5.0,7.0,7.0,5.0
923,5.0,5.0,7.0,7.0,5.0
924,6.0,5.0,7.0,7.0,5.0
925,6.0,5.0,7.0,7.0,5.0
926,6.0,5.0,7.0,7.0,5.0
927,5.0,5.0,7.0,7.0,5.0
928,5.0,5.0,7.0,7.0,5.0
929,5.0,5.0,7.0,7.0,5.0
930,5.0,5.0,7.0,7.0,5.0
931,5.0,5.0,7.0,7.0,5.0
932,6.0,5.0,7.0,7.0,5.0
933,6.0,5.0,7.0,7.0,5.0
934,6.0,5.0,7.0,7.0,5.0
935,6.0,5.0,7.0,7.0,5.0
936,5.0,5.0,7.0,7.0,5.0
937,5.0,5.0,7.0,7.0,5.0
938,5.0,5.0,7.0,7.0,5.0
939,5.0,5.0,7.0,7.0,5.0
940,5.0,5.0,7.0,7.0,5.0
941,5.0,5.0,7.0,7.0,5.0
942,5.0,5.0,7.0,7.0,5.0
943,5.0,5.0,7.0,7.0,5.0
944,5.0,5.0,7.0,7.0,5.0
945,5.0,5.0,8.0,7.0,5.0
946,6.0,5.0,8.0,7.0,5.0
947,6.0,5.0,8.0,7.0,5.0
948,6.0,5.0,7.0,7.0,5.0
949,6.0,5.0,7.0,7.0,5.0
950,6.0,5.0,7.0,7.0,5.0
951,6.0,5.0,8.0,7.0,5.0
952,5.0,5.0,8.0,7.0,5.0
953,5.0,5.0,7.0,7.0,5.0
954,5.0,5.0,7.0,7.0,5.0
955,5.0,5.0,7.0,7.0,5.0
956,5.0,5.0,7.0,8.0,5.0
957,5.0,5.0,7.0,8.0,5.0
958,5.0,5.0,7.0,7.0,5.0
959,5.0,5.0,7.0,7.0,5.0
960,6.0,5.0,7.0,7.0,5.0
961,6.0,5.0,7.0,7.0,5.0
962,6.0,5.0,7.0,7.0,5.0
963,6.0,5.0,7.0,7.0,5.0
964,5.0,5.0,7.0,7.0,5.0
965,5.0,5.0,7.0,8.0,5.0
966,5.0,5.0,7.0,7.0,5.0
967,5.0,5.0,7.0,7.0,5.0
968,5.0,5.0,7.0,7.0,5.0
969,5.0,5.0,7.0,7.0,5.0
970,5.0,5.0,7.0,7.0,5.0
971,5.0,5.0,7.0,7.0,5.0
972,5.0,5.0,7.0,7.0,5.0
973,5.0,5.0,7.0,8.0,5.0
974,5.0,5.0,7.0,7.0,5.0
975,5.0,5.0,7.0,7.0,5.0
976,6.0,5.0,7.0,7.0,5.0
977,6.0,5.0,8.0,7.0,5.0
978,5.0,5.0,7.0,7.0,5.0
979,5.0,5.0,7.0,7.0,5.0
980,5.0,5.0,7.0,7.0,5.0
981,6.0,5.0,7.0,7.0,5.0
982,6.0,5.0,7.0,7.0,5.0
983,6.0,5.0,7.0,7.0,5.0
984,5.0,5.0,7.0,7.0,5.0
985,5.0,5.0,7.0,7.0,5.0
986,5.0,5.0,7.0,7.0,5.0
987,5.0,5.0,7.0,7.0,5.0
988,5.0,5.0,7.0,7.0,5.0
989,5.0,5.0,7.0,7.0,5.0
990,5.0,5.0,7.0,7.0,5.0
991,6.0,5.0,7.0,7.0,5.0
992,6.0,5.0,7.0,7.0,5.0
993,5.0,5.0,7.0,7.0,5.0
994,5.0,5.0,7.0,7.0,5.0
995,5.0,5.0,7.0,7.0,5.0
996,5.0,5.0,7.0,7.0,5.0
997,5.0,5.0,7.0,7.0,5.0
998,5.0,5.0,7.0,7.0,5.0
999,5.0,5.0,8.0,7.0,5.0
